"REGION","CANTON","PERIOD","VALUE","STATUS","OBS_COEF"
"6","9","1982-12","0.554698704","A",
"7","Total","1982-12","1.223249578","A",
"7","21","1982-12","1.223249578","A",
"Total","Total","1982-11","0.65818286","A",
"1","Total","1982-11","0.627164055","A",
"1","22","1982-11","0.576880843","A",
"1","23","1982-11","0.540291163","A",
"1","25","1982-11","0.746406554","A",
"2","Total","1982-11","0.876864754","A",
"2","2","1982-11","0.691249535","A",
"2","10","1982-11","0.439939252","A",
"2","11","1982-11","0.999776378","A",
"2","24","1982-11","1.887694454","A",
"2","26","1982-11","1.746635857","A",
"3","Total","1982-11","0.789073314","A",
"3","12","1982-11","1.503818212","A",
"3","13","1982-11","0.918288794","A",
"3","19","1982-11","0.402736303","A",
"4","Total","1982-11","0.478203725","A",
"4","1","1982-11","0.478203725","A",
"5","Total","1982-11","0.392685568","A",
"5","8","1982-11","0.120008728","A",
"5","14","1982-11","0.9623566","A",
"5","15","1982-11","0.246417815","A",
"5","16","1982-11","0.032589213","A",
"5","17","1982-11","0.474551948","A",
"5","18","1982-11","0.236126034","A",
"5","20","1982-11","0.262683202","A",
"6","Total","1982-11","0.473931829","A",
"6","3","1982-11","0.563562588","A",
"6","4","1982-11","0.328352208","A",
"6","5","1982-11","0.252442103","A",
"6","6","1982-11","0.373704773","A",
"6","7","1982-11","0.461606096","A",
"6","9","1982-11","0.508699299","A",
"7","Total","1982-11","1.241533023","A",
"7","21","1982-11","1.241533023","A",
"Total","Total","1982-10","0.523499415","A",
"1","Total","1982-10","0.513818885","A",
"1","22","1982-10","0.491387965","A",
"1","23","1982-10","0.303465245","A",
"1","25","1982-10","0.660734984","A",
"2","Total","1982-10","0.71326345","A",
"2","2","1982-10","0.53268498","A",
"2","10","1982-10","0.35918328","A",
"2","11","1982-10","0.751928739","A",
"2","24","1982-10","1.793374335","A",
"2","26","1982-10","1.400027185","A",
"3","Total","1982-10","0.632128027","A",
"3","12","1982-10","1.251552218","A",
"3","13","1982-10","0.723083691","A",
"3","19","1982-10","0.307479642","A",
"4","Total","1982-10","0.36289949","A",
"4","1","1982-10","0.36289949","A",
"5","Total","1982-10","0.30265184","A",
"5","8","1982-10","0.07636919","A",
"5","14","1982-10","0.827391955","A",
"5","15","1982-10","0.168841836","A",
"5","16","1982-10","0.065178426","A",
"5","17","1982-10","0.36909596","A",
"5","18","1982-10","0.172409485","A",
"5","20","1982-10","0.177001127","A",
"6","Total","1982-10","0.327220355","A",
"6","3","1982-10","0.38613127","A",
"6","4","1982-10","0.214434095","A",
"6","5","1982-10","0.182197344","A",
"6","6","1982-10","0.220825548","A",
"6","7","1982-10","0.300410317","A",
"6","9","1982-10","0.37611278","A",
"7","Total","1982-10","1.0378032","A",
"7","21","1982-10","1.0378032","A",
"Total","Total","1982-09","0.441117394","A",
"1","Total","1982-09","0.428715867","A",
"1","22","1982-09","0.398443873","A",
"1","23","1982-09","0.211195407","A",
"1","25","1982-09","0.590741871","A",
"2","Total","1982-09","0.613026925","A",
"2","2","1982-09","0.418472541","A",
"2","10","1982-09","0.276016682","A",
"2","11","1982-09","0.712794901","A",
"2","24","1982-09","1.66804486","A",
"2","26","1982-09","1.301481582","A",
"3","Total","1982-09","0.534666377","A",
"3","12","1982-09","1.116619245","A",
"3","13","1982-09","0.589281132","A",
"3","19","1982-09","0.24456594","A",
"4","Total","1982-09","0.303016784","A",
"4","1","1982-09","0.303016784","A",
"5","Total","1982-09","0.243552777","A",
"5","8","1982-09","0.098188959","A",
"5","14","1982-09","0.489980342","A",
"5","15","1982-09","0.132335493","A",
"5","16","1982-09","0.048883819","A",
"5","17","1982-09","0.308214152","A",
"5","18","1982-09","0.177406861","A",
"5","20","1982-09","0.145434047","A",
"6","Total","1982-09","0.245799328","A",
"6","3","1982-09","0.278508995","A",
"6","4","1982-09","0.140722375","A",
"6","5","1982-09","0.158050708","A",
"6","6","1982-09","0.229318838","A",
"6","7","1982-09","0.24912075","A",
"6","9","1982-09","0.278702276","A",
"7","Total","1982-09","0.935067649","A",
"7","21","1982-09","0.935067649","A",
"Total","Total","1982-08","0.399036903","A",
"1","Total","1982-08","0.376185464","A",
"1","22","1982-08","0.338049821","A",
"1","23","1982-08","0.19376666","A",
"1","25","1982-08","0.530267822","A",
"2","Total","1982-08","0.577384236","A",
"2","2","1982-08","0.419391756","A",
"2","10","1982-08","0.238651978","A",
"2","11","1982-08","0.671797548","A",
"2","24","1982-08","1.476820508","A",
"2","26","1982-08","1.158760364","A",
"3","Total","1982-08","0.478843272","A",
"3","12","1982-08","0.969952969","A",
"3","13","1982-08","0.519630485","A",
"3","19","1982-08","0.236590963","A",
"4","Total","1982-08","0.272646472","A",
"4","1","1982-08","0.272646472","A",
"5","Total","1982-08","0.22185234","A",
"5","8","1982-08","0.163648265","A",
"5","14","1982-08","0.425432034","A",
"5","15","1982-08","0.141462079","A",
"5","16","1982-08","0.016294606","A",
"5","17","1982-08","0.291362937","A",
"5","18","1982-08","0.127433098","A",
"5","20","1982-08","0.130777903","A",
"6","Total","1982-08","0.210849736","A",
"6","3","1982-08","0.234878343","A",
"6","4","1982-08","0.093814917","A",
"6","5","1982-08","0.136099221","A",
"6","6","1982-08","0.152879225","A",
"6","7","1982-08","0.219812427","A",
"6","9","1982-08","0.275996428","A",
"7","Total","1982-08","0.800118407","A",
"7","21","1982-08","0.800118407","A",
"Total","Total","1982-07","0.349937607","A",
"1","Total","1982-07","0.323655062","A",
"1","22","1982-07","0.283146138","A",
"1","23","1982-07","0.154808284","A",
"1","25","1982-07","0.473713387","A",
"2","Total","1982-07","0.467315245","A",
"2","2","1982-07","0.323104005","A",
"2","10","1982-07","0.208519152","A",
"2","11","1982-07","0.604710969","A",
"2","24","1982-07","1.187399866","A",
"2","26","1982-07","0.934484165","A",
"3","Total","1982-07","0.479072055","A",
"3","12","1982-07","1.011019526","A",
"3","13","1982-07","0.50954947","A",
"3","19","1982-07","0.223299336","A",
"4","Total","1982-07","0.25857661","A",
"4","1","1982-07","0.25857661","A",
"5","Total","1982-07","0.184453715","A",
"5","8","1982-07","0.120008728","A",
"5","14","1982-07","0.328609571","A",
"5","15","1982-07","0.141462079","A",
"5","16","1982-07","0","A",
"5","17","1982-07","0.256573333","A",
"5","18","1982-07","0.077459334","A",
"5","20","1982-07","0.112739572","A",
"6","Total","1982-07","0.163226116","A",
"6","3","1982-07","0.188338981","A",
"6","4","1982-07","0.046907458","A",
"6","5","1982-07","0.116342882","A",
"6","6","1982-07","0.135892645","A",
"6","7","1982-07","0.146541618","A",
"6","9","1982-07","0.189409314","A",
"7","Total","1982-07","0.742656149","A",
"7","21","1982-07","0.742656149","A",
"Total","Total","1982-06","0.342627699","A",
"1","Total","1982-06","0.324596467","A",
"1","22","1982-06","0.276087093","A",
"1","23","1982-06","0.135329096","A",
"1","25","1982-06","0.497231072","A",
"2","Total","1982-06","0.446967504","A",
"2","2","1982-06","0.301962064","A",
"2","10","1982-06","0.198876648","A",
"2","11","1982-06","0.618687339","A",
"2","24","1982-06","1.12796527","A",
"2","26","1982-06","0.873317929","A",
"3","Total","1982-06","0.498061062","A",
"3","12","1982-06","1.105863718","A",
"3","13","1982-06","0.528795044","A",
"3","19","1982-06","0.207792438","A",
"4","Total","1982-06","0.241932993","A",
"4","1","1982-06","0.241932993","A",
"5","Total","1982-06","0.177758899","A",
"5","8","1982-06","0.087279075","A",
"5","14","1982-06","0.366751753","A",
"5","15","1982-06","0.118645615","A",
"5","16","1982-06","0","A",
"5","17","1982-06","0.247875932","A",
"5","18","1982-06","0.071212613","A",
"5","20","1982-06","0.101465614","A",
"6","Total","1982-06","0.165530485","A",
"6","3","1982-06","0.197065111","A",
"6","4","1982-06","0.067010655","A",
"6","5","1982-06","0.096586544","A",
"6","6","1982-06","0.110412774","A",
"6","7","1982-06","0.109906213","A",
"6","9","1982-06","0.211056092","A",
"7","Total","1982-06","0.703477337","A",
"7","21","1982-06","0.703477337","A",
"Total","Total","1982-05","0.339651984","A",
"1","Total","1982-05","0.363570636","A",
"1","22","1982-05","0.301578089","A",
"1","23","1982-05","0.216321509","A",
"1","25","1982-05","0.532507601","A",
"2","Total","1982-05","0.437408162","A",
"2","2","1982-05","0.308396568","A",
"2","10","1982-05","0.200081961","A",
"2","11","1982-05","0.602847453","A",
"2","24","1982-05","1.012972247","A",
"2","26","1982-05","0.897104798","A",
"3","Total","1982-05","0.488223384","A",
"3","12","1982-05","1.08924154","A",
"3","13","1982-05","0.519630485","A",
"3","19","1982-05","0.20070357","A",
"4","Total","1982-05","0.222544037","A",
"4","1","1982-05","0.222544037","A",
"5","Total","1982-05","0.165523546","A",
"5","8","1982-05","0.098188959","A",
"5","14","1982-05","0.337411613","A",
"5","15","1982-05","0.059322807","A",
"5","16","1982-05","0.016294606","A",
"5","17","1982-05","0.224501666","A",
"5","18","1982-05","0.08245671","A",
"5","20","1982-05","0.10259301","A",
"6","Total","1982-05","0.156697072","A",
"6","3","1982-05","0.179612851","A",
"6","4","1982-05","0.026804262","A",
"6","5","1982-05","0.098781692","A",
"6","6","1982-05","0.152879225","A",
"6","7","1982-05","0.102579132","A",
"6","9","1982-05","0.216467787","A",
"7","Total","1982-05","0.706089258","A",
"7","21","1982-05","0.706089258","A",
"Total","Total","1982-04","0.316169711","A",
"1","Total","1982-04","0.379762804","A",
"1","22","1982-04","0.304323273","A",
"1","23","1982-04","0.263481649","A",
"1","25","1982-04","0.550985783","A",
"2","Total","1982-04","0.40217516","A",
"2","2","1982-04","0.290471879","A",
"2","10","1982-04","0.190439457","A",
"2","11","1982-04","0.498490552","A",
"2","24","1982-04","0.953537651","A",
"2","26","1982-04","0.849531059","A",
"3","Total","1982-04","0.443381874","A",
"3","12","1982-04","1.022752828","A",
"3","13","1982-04","0.485721617","A",
"3","19","1982-04","0.160385634","A",
"4","Total","1982-04","0.187884133","A",
"4","1","1982-04","0.187884133","A",
"5","Total","1982-04","0.147055089","A",
"5","8","1982-04","0.092734017","A",
"5","14","1982-04","0.293401402","A",
"5","15","1982-04","0.100392443","A",
"5","16","1982-04","0.016294606","A",
"5","17","1982-04","0.198409463","A",
"5","18","1982-04","0.069963269","A",
"5","20","1982-04","0.085682074","A",
"6","Total","1982-04","0.139414306","A",
"6","3","1982-04","0.169432365","A",
"6","4","1982-04","0.067010655","A",
"6","5","1982-04","0.072439908","A",
"6","6","1982-04","0.127399355","A",
"6","7","1982-04","0.08059789","A",
"6","9","1982-04","0.165056688","A",
"7","Total","1982-04","0.67909941","A",
"7","21","1982-04","0.67909941","A",
"Total","Total","1982-03","0.305495951","A",
"1","Total","1982-03","0.421372907","A",
"1","22","1982-03","0.289420845","A",
"1","23","1982-03","0.513635432","A",
"1","25","1982-03","0.559384957","A",
"2","Total","1982-03","0.368990588","A",
"2","2","1982-03","0.258988772","A",
"2","10","1982-03","0.192850083","A",
"2","11","1982-03","0.419291118","A",
"2","24","1982-03","0.901855393","A",
"2","26","1982-03","0.907299171","A",
"3","Total","1982-03","0.386643636","A",
"3","12","1982-03","0.911286459","A",
"3","13","1982-03","0.396825397","A",
"3","19","1982-03","0.143992628","A",
"4","Total","1982-03","0.179991284","A",
"4","1","1982-03","0.179991284","A",
"5","Total","1982-03","0.125354652","A",
"5","8","1982-03","0.120008728","A",
"5","14","1982-03","0.26992929","A",
"5","15","1982-03","0.077575979","A",
"5","16","1982-03","0","A",
"5","17","1982-03","0.165794209","A",
"5","18","1982-03","0.083706054","A",
"5","20","1982-03","0.045095829","A",
"6","Total","1982-03","0.150168027","A",
"6","3","1982-03","0.197792289","A",
"6","4","1982-03","0.067010655","A",
"6","5","1982-03","0.06804961","A",
"6","6","1982-03","0.144385935","A",
"6","7","1982-03","0.043962485","A",
"6","9","1982-03","0.148821603","A",
"7","Total","1982-03","0.724372704","A",
"7","21","1982-03","0.724372704","A",
"Total","Total","1982-02","0.313485099","A",
"1","Total","1982-02","0.509488422","A",
"1","22","1982-02","0.31020581","A",
"1","23","1982-02","0.99446381","A",
"1","25","1982-02","0.529147932","A",
"2","Total","1982-02","0.348233161","A",
"2","2","1982-02","0.236927616","A",
"2","10","1982-02","0.207313839","A",
"2","11","1982-02","0.392270135","A",
"2","24","1982-02","0.857925474","A",
"2","26","1982-02","0.89030855","A",
"3","Total","1982-02","0.382754321","A",
"3","12","1982-02","0.899553157","A",
"3","13","1982-02","0.42065325","A",
"3","19","1982-02","0.130257946","A",
"4","Total","1982-02","0.169009928","A",
"4","1","1982-02","0.169009928","A",
"5","Total","1982-02","0.119121548","A",
"5","8","1982-02","0.136373554","A",
"5","14","1982-02","0.296335416","A",
"5","15","1982-02","0.045632929","A",
"5","16","1982-02","0","A",
"5","17","1982-02","0.136984067","A",
"5","18","1982-02","0.117438345","A",
"5","20","1982-02","0.038331454","A",
"6","Total","1982-02","0.15093615","A",
"6","3","1982-02","0.195610756","A",
"6","4","1982-02","0.080412786","A",
"6","5","1982-02","0.076830205","A",
"6","6","1982-02","0.135892645","A",
"6","7","1982-02","0.109906213","A",
"6","9","1982-02","0.124468977","A",
"7","Total","1982-02","0.756586394","A",
"7","21","1982-02","0.756586394","A",
"Total","Total","1982-01","0.37924193","A",
"1","Total","1982-01","0.813750539","A",
"1","22","1982-01","0.345893204","A",
"1","23","1982-01","2.463604675","A",
"1","25","1982-01","0.580662863","A",
"2","Total","1982-01","0.368854026","A",
"2","2","1982-01","0.267951116","A",
"2","10","1982-01","0.239857291","A",
"2","11","1982-01","0.35220454","A",
"2","24","1982-01","0.848881079","A",
"2","26","1982-01","1.022835395","A",
"3","Total","1982-01","0.387558769","A",
"3","12","1982-01","0.91715311","A",
"3","13","1982-01","0.412405147","A",
"3","19","1982-01","0.135574597","A",
"4","Total","1982-01","0.16540667","A",
"4","1","1982-01","0.16540667","A",
"5","Total","1982-01","0.143130542","A",
"5","8","1982-01","0.136373554","A",
"5","14","1982-01","0.384355837","A",
"5","15","1982-01","0.073012686","A",
"5","16","1982-01","0","A",
"5","17","1982-01","0.164163446","A",
"5","18","1982-01","0.128682442","A",
"5","20","1982-01","0.048478016","A",
"6","Total","1982-01","0.195871339","A",
"6","3","1982-01","0.263238267","A",
"6","4","1982-01","0.14742344","A",
"6","5","1982-01","0.087805949","A",
"6","6","1982-01","0.169865806","A",
"6","7","1982-01","0.095252052","A",
"6","9","1982-01","0.143409909","A",
"7","Total","1982-01","0.795765206","A",
"7","21","1982-01","0.795765206","A",
"Total","Total","1981-12","0.295921912","A",
"1","Total","1981-12","0.524927465","A",
"1","22","1981-12","0.285891322","A",
"1","23","1981-12","1.187205249","A",
"1","25","1981-12","0.504510356","A",
"2","Total","1981-12","0.310951728","A",
"2","2","1981-12","0.213717443","A",
"2","10","1981-12","0.227804161","A",
"2","11","1981-12","0.313070702","A",
"2","24","1981-12","0.684789912","A",
"2","26","1981-12","0.992252277","A",
"3","Total","1981-12","0.326931216","A",
"3","12","1981-12","0.769509059","A",
"3","13","1981-12","0.355584882","A",
"3","19","1981-12","0.112535777","A",
"4","Total","1981-12","0.144130294","A",
"4","1","1981-12","0.144130294","A",
"5","Total","1981-12","0.126278075","A",
"5","8","1981-12","0.043639537","A",
"5","14","1981-12","0.372619781","A",
"5","15","1981-12","0.091265857","A",
"5","16","1981-12","0","A",
"5","17","1981-12","0.132635367","A",
"5","18","1981-12","0.127433098","A",
"5","20","1981-12","0.051860203","A",
"6","Total","1981-12","0.17205953","A",
"6","3","1981-12","0.242150119","A",
"6","4","1981-12","0.067010655","A",
"6","5","1981-12","0.06804961","A",
"6","6","1981-12","0.101919484","A",
"6","7","1981-12","0.153868699","A",
"6","9","1981-12","0.110939741","A",
"7","Total","1981-12","0.71392502","A",
"7","21","1981-12","0.71392502","A",
"Total","Total","1981-11","0.229388808","A",
"1","Total","1981-11","0.330056616","A",
"1","22","1981-11","0.257655142","A",
"1","23","1981-11","0.227598934","A",
"1","25","1981-11","0.489391844","A",
"2","Total","1981-11","0.255917232","A",
"2","2","1981-11","0.170973954","A",
"2","10","1981-11","0.17959164","A",
"2","11","1981-11","0.234803026","A",
"2","24","1981-11","0.640859993","A",
"2","26","1981-11","0.791762947","A",
"3","Total","1981-11","0.264244615","A",
"3","12","1981-11","0.648264938","A",
"3","13","1981-11","0.293265882","A",
"3","19","1981-11","0.076205329","A",
"4","Total","1981-11","0.119079076","A",
"4","1","1981-11","0.119079076","A",
"5","Total","1981-11","0.099960524","A",
"5","8","1981-11","0.043639537","A",
"5","14","1981-11","0.299269431","A",
"5","15","1981-11","0.077575979","A",
"5","16","1981-11","0","A",
"5","17","1981-11","0.09838935","A",
"5","18","1981-11","0.123685065","A",
"5","20","1981-11","0.029312289","A",
"6","Total","1981-11","0.145559289","A",
"6","3","1981-11","0.182521561","A",
"6","4","1981-11","0.067010655","A",
"6","5","1981-11","0.052683569","A",
"6","6","1981-11","0.110412774","A",
"6","7","1981-11","0.190504103","A",
"6","9","1981-11","0.148821603","A",
"7","Total","1981-11","0.699994776","A",
"7","21","1981-11","0.699994776","A",
"Total","Total","1981-10","0.184753084","A",
"1","Total","1981-10","0.271124659","A",
"1","22","1981-10","0.196868921","A",
"1","23","1981-10","0.14660652","A",
"1","25","1981-10","0.445156197","A",
"2","Total","1981-10","0.197468686","A",
"2","2","1981-10","0.124323803","A",
"2","10","1981-10","0.116915363","A",
"2","11","1981-10","0.167716447","A",
"2","24","1981-10","0.533619308","A",
"2","26","1981-10","0.730596711","A",
"3","Total","1981-10","0.223749986","A",
"3","12","1981-10","0.571998475","A",
"3","13","1981-10","0.231863338","A",
"3","19","1981-10","0.062027593","A",
"4","Total","1981-10","0.091282519","A",
"4","1","1981-10","0.091282519","A",
"5","Total","1981-10","0.07595153","A",
"5","8","1981-10","0.021819769","A",
"5","14","1981-10","0.170172813","A",
"5","15","1981-10","0.050196222","A",
"5","16","1981-10","0","A",
"5","17","1981-10","0.085343248","A",
"5","18","1981-10","0.091202119","A",
"5","20","1981-10","0.029312289","A",
"6","Total","1981-10","0.106769083","A",
"6","3","1981-10","0.131619133","A",
"6","4","1981-10","0.080412786","A",
"6","5","1981-10","0.039512677","A",
"6","6","1981-10","0.076439613","A",
"6","7","1981-10","0.146541618","A",
"6","9","1981-10","0.102822199","A",
"7","Total","1981-10","0.617283951","A",
"7","21","1981-10","0.617283951","A",
"Total","Total","1981-09","0.159168404","A",
"1","Total","1981-09","0.227443464","A",
"1","22","1981-09","0.16471105","A",
"1","23","1981-09","0.087143736","A",
"1","25","1981-09","0.393641266","A",
"2","Total","1981-09","0.165649735","A",
"2","2","1981-09","0.102032844","A",
"2","10","1981-09","0.083166598","A",
"2","11","1981-09","0.158398867","A",
"2","24","1981-09","0.476768825","A",
"2","26","1981-09","0.547098002","A",
"3","Total","1981-09","0.201100447","A",
"3","12","1981-09","0.495732011","A",
"3","13","1981-09","0.219032956","A",
"3","19","1981-09","0.058926214","A",
"4","Total","1981-09","0.080472747","A",
"4","1","1981-09","0.080472747","A",
"5","Total","1981-09","0.05979163","A",
"5","8","1981-09","0.043639537","A",
"5","14","1981-09","0.146700701","A",
"5","15","1981-09","0.0638861","A",
"5","16","1981-09","0","A",
"5","17","1981-09","0.070666384","A",
"5","18","1981-09","0.038729667","A",
"5","20","1981-09","0.029312289","A",
"6","Total","1981-09","0.083725396","A",
"6","3","1981-09","0.10907663","A",
"6","4","1981-09","0.053608524","A",
"6","5","1981-09","0.024146636","A",
"6","6","1981-09","0.101919484","A",
"6","7","1981-09","0.08059789","A",
"6","9","1981-09","0.070352031","A",
"7","Total","1981-09","0.587682181","A",
"7","21","1981-09","0.587682181","A",
"Total","Total","1981-08","0.150208915","A",
"1","Total","1981-08","0.222736439","A",
"1","22","1981-08","0.154514651","A",
"1","23","1981-08","0.083042854","A",
"1","25","1981-08","0.39644099","A",
"2","Total","1981-08","0.147623548","A",
"2","2","1981-08","0.09996461","A",
"2","10","1981-08","0.094014416","A",
"2","11","1981-08","0.150944803","A",
"2","24","1981-08","0.365651972","A",
"2","26","1981-08","0.417969281","A",
"3","Total","1981-08","0.190118853","A",
"3","12","1981-08","0.48986536","A",
"3","13","1981-08","0.184207632","A",
"3","19","1981-08","0.057153997","A",
"4","Total","1981-08","0.083046503","A",
"4","1","1981-08","0.083046503","A",
"5","Total","1981-08","0.053558525","A",
"5","8","1981-08","0.027274711","A",
"5","14","1981-08","0.129096617","A",
"5","15","1981-08","0.0638861","A",
"5","16","1981-08","0.032589213","A",
"5","17","1981-08","0.06251257","A",
"5","18","1981-08","0.031233602","A",
"5","20","1981-08","0.030439684","A",
"6","Total","1981-08","0.085645703","A",
"6","3","1981-08","0.104713565","A",
"6","4","1981-08","0.033505327","A",
"6","5","1981-08","0.028536933","A",
"6","6","1981-08","0.067946322","A",
"6","7","1981-08","0.065943728","A",
"6","9","1981-08","0.119057283","A",
"7","Total","1981-08","0.531090564","A",
"7","21","1981-08","0.531090564","A",
"Total","Total","1981-07","0.139923291","A",
"1","Total","1981-07","0.190163823","A",
"1","22","1981-07","0.12706281","A",
"1","23","1981-07","0.07279065","A",
"1","25","1981-07","0.344366114","A",
"2","Total","1981-07","0.134513593","A",
"2","2","1981-07","0.090312855","A",
"2","10","1981-07","0.089193163","A",
"2","11","1981-07","0.152808319","A",
"2","24","1981-07","0.333350561","A",
"2","26","1981-07","0.326219927","A",
"3","Total","1981-07","0.196296","A",
"3","12","1981-07","0.51430974","A",
"3","13","1981-07","0.175043073","A",
"3","19","1981-07","0.062470648","A",
"4","Total","1981-07","0.083218086","A",
"4","1","1981-07","0.083218086","A",
"5","Total","1981-07","0.054712804","A",
"5","8","1981-07","0","A",
"5","14","1981-07","0.117360561","A",
"5","15","1981-07","0.077575979","A",
"5","16","1981-07","0.048883819","A",
"5","17","1981-07","0.065230508","A",
"5","18","1981-07","0.029984258","A",
"5","20","1981-07","0.037204059","A",
"6","Total","1981-07","0.074891983","A",
"6","3","1981-07","0.095260257","A",
"6","4","1981-07","0.033505327","A",
"6","5","1981-07","0.032927231","A",
"6","6","1981-07","0.093426193","A",
"6","7","1981-07","0.095252052","A",
"6","9","1981-07","0.054116947","A",
"7","Total","1981-07","0.484075989","A",
"7","21","1981-07","0.484075989","A",
"Total","Total","1981-06","0.144580932","A",
"1","Total","1981-06","0.20447318","A",
"1","22","1981-06","0.134906193","A",
"1","23","1981-06","0.079967193","A",
"1","25","1981-06","0.371803415","A",
"2","Total","1981-06","0.127139244","A",
"2","2","1981-06","0.088934033","A",
"2","10","1981-06","0.079550659","A",
"2","11","1981-06","0.134173158","A",
"2","24","1981-06","0.313969714","A",
"2","26","1981-06","0.309229305","A",
"3","Total","1981-06","0.223978769","A",
"3","12","1981-06","0.598398404","A",
"3","13","1981-06","0.21353422","A",
"3","19","1981-06","0.059369268","A",
"4","Total","1981-06","0.084933923","A",
"4","1","1981-06","0.084933923","A",
"5","Total","1981-06","0.056328794","A",
"5","8","1981-06","0.010909884","A",
"5","14","1981-06","0.143766687","A",
"5","15","1981-06","0.0638861","A",
"5","16","1981-06","0.048883819","A",
"5","17","1981-06","0.061425395","A",
"5","18","1981-06","0.04872442","A",
"5","20","1981-06","0.027057497","A",
"6","Total","1981-06","0.07143543","A",
"6","3","1981-06","0.094533079","A",
"6","4","1981-06","0.046907458","A",
"6","5","1981-06","0.03512238","A",
"6","6","1981-06","0.067946322","A",
"6","7","1981-06","0.051289566","A",
"6","9","1981-06","0.048705252","A",
"7","Total","1981-06","0.477981508","A",
"7","21","1981-06","0.477981508","A",
"Total","Total","1981-05","0.151599738","A",
"1","Total","1981-05","0.225748935","A",
"1","22","1981-05","0.160397189","A",
"1","23","1981-05","0.117900349","A",
"1","25","1981-05","0.377962808","A",
"2","Total","1981-05","0.139566388","A",
"2","2","1981-05","0.100654021","A",
"2","10","1981-05","0.098835668","A",
"2","11","1981-05","0.156535351","A",
"2","24","1981-05","0.313969714","A",
"2","26","1981-05","0.309229305","A",
"3","Total","1981-05","0.225580251","A",
"3","12","1981-05","0.60524283","A",
"3","13","1981-05","0.216283588","A",
"3","19","1981-05","0.058040105","A",
"4","Total","1981-05","0.080815915","A",
"4","1","1981-05","0.080815915","A",
"5","Total","1981-05","0.055867083","A",
"5","8","1981-05","0.021819769","A",
"5","14","1981-05","0.108558519","A",
"5","15","1981-05","0.050196222","A",
"5","16","1981-05","0","A",
"5","17","1981-05","0.06251257","A",
"5","18","1981-05","0.066215237","A",
"5","20","1981-05","0.024802706","A",
"6","Total","1981-05","0.08218915","A",
"6","3","1981-05","0.109803808","A",
"6","4","1981-05","0.040206393","A",
"6","5","1981-05","0.041707826","A",
"6","6","1981-05","0.067946322","A",
"6","7","1981-05","0.065943728","A",
"6","9","1981-05","0.056822794","A",
"7","Total","1981-05","0.481464069","A",
"7","21","1981-05","0.481464069","A",
"Total","Total","1981-04","0.162273498","A",
"1","Total","1981-04","0.254179368","A",
"1","22","1981-04","0.178044801","A",
"1","23","1981-04","0.124051671","A",
"1","25","1981-04","0.433957299","A",
"2","Total","1981-04","0.150901036","A",
"2","2","1981-04","0.109156758","A",
"2","10","1981-04","0.113299424","A",
"2","11","1981-04","0.139763706","A",
"2","24","1981-04","0.361775802","A",
"2","26","1981-04","0.360201169","A",
"3","Total","1981-04","0.226952951","A",
"3","12","1981-04","0.621865008","A",
"3","13","1981-04","0.212617765","A",
"3","19","1981-04","0.054938726","A",
"4","Total","1981-04","0.08990985","A",
"4","1","1981-04","0.08990985","A",
"5","Total","1981-04","0.056790505","A",
"5","8","1981-04","0.032729653","A",
"5","14","1981-04","0.117360561","A",
"5","15","1981-04","0.077575979","A",
"5","16","1981-04","0","A",
"5","17","1981-04","0.057620282","A",
"5","18","1981-04","0.077459334","A",
"5","20","1981-04","0.016910936","A",
"6","Total","1981-04","0.087181949","A",
"6","3","1981-04","0.116348405","A",
"6","4","1981-04","0.067010655","A",
"6","5","1981-04","0.041707826","A",
"6","6","1981-04","0.110412774","A",
"6","7","1981-04","0.029308324","A",
"6","9","1981-04","0.056822794","A",
"7","Total","1981-04","0.498876874","A",
"7","21","1981-04","0.498876874","A",
"Total","Total","1981-03","0.171912227","A",
"1","Total","1981-03","0.285998859","A",
"1","22","1981-03","0.174907448","A",
"1","23","1981-03","0.277834734","A",
"1","25","1981-03","0.449075811","A",
"2","Total","1981-03","0.144619183","A",
"2","2","1981-03","0.103641469","A",
"2","10","1981-03","0.147048188","A",
"2","11","1981-03","0.114606239","A",
"2","24","1981-03","0.344979069","A",
"2","26","1981-03","0.326219927","A",
"3","Total","1981-03","0.236561846","A",
"3","12","1981-03","0.662931566","A",
"3","13","1981-03","0.208035485","A",
"3","19","1981-03","0.057153997","A",
"4","Total","1981-03","0.09316994","A",
"4","1","1981-03","0.09316994","A",
"5","Total","1981-03","0.062331042","A",
"5","8","1981-03","0.027274711","A",
"5","14","1981-03","0.137898659","A",
"5","15","1981-03","0.050196222","A",
"5","16","1981-03","0","A",
"5","17","1981-03","0.068492034","A",
"5","18","1981-03","0.087454087","A",
"5","20","1981-03","0.012401353","A",
"6","Total","1981-03","0.087566011","A",
"6","3","1981-03","0.122165826","A",
"6","4","1981-03","0.093814917","A",
"6","5","1981-03","0.041707826","A",
"6","6","1981-03","0.050959742","A",
"6","7","1981-03","0.029308324","A",
"6","9","1981-03","0.045999405","A",
"7","Total","1981-03","0.576363858","A",
"7","21","1981-03","0.576363858","A",
"Total","Total","1981-02","0.211049347","A",
"1","Total","1981-02","0.454133804","A",
"1","22","1981-02","0.195692414","A",
"1","23","1981-02","1.0190691","A",
"1","25","1981-02","0.514589364","A",
"2","Total","1981-02","0.150081664","A",
"2","2","1981-02","0.104101077","A",
"2","10","1981-02","0.156690693","A",
"2","11","1981-02","0.138831948","A",
"2","24","1981-02","0.329474391","A",
